Лаб. № пробы,Наименование выработки,"Глубина отбора образца, м",Наименование грунта,№ ИГЭ/РГЭ,rs,r,rd,n,e,W,Sr,WL,WP,Ip,IL,Ir,Е50,E,Мю,Cu,Цикл промораживания,Kd,Cud
20-2,20,1.8,Суглинок полутвёрдый,21а_1с,2.74,1.88,1.39,49.3,0.97,35.2,0.99,37.3,21.9,15.4,0.86,,,,,,24,0.73,0.011
20-3,20,4.8,Суглинок тугопластичный,22а_1с_г.д,2.74,2.0,1.57,42.6,0.74,27.0,1.0,35.7,21.9,13.8,0.37,,10.2,10.2,0.38,0.048,0,,
20-3,20,4.8,Суглинок тугопластичный,22а_1с_г.д,2.74,1.93,1.48,46.1,0.85,30.6,0.98,35.7,21.9,13.8,0.63,,8.5,9.1,0.38,0.029,3,,
20-3,20,4.8,Суглинок тугопластичный,22а_1с_г.д,2.74,1.9,1.44,47.3,0.9,31.7,0.97,35.7,21.9,13.8,0.71,,3.2,3.5,0.36,0.019,5,,
20-3,20,4.8,Суглинок тугопластичный,22а_1с_г.д,2.74,1.9,1.42,48.1,0.93,33.6,0.99,35.7,21.9,13.8,0.85,,3.1,3.5,0.39,0.019,10,,
20-3,20,4.8,Суглинок тугопластичный,22а_1с_г.д,2.74,1.88,1.4,48.9,0.96,34.1,0.98,35.7,21.9,13.8,0.89,,2.1,2.4,0.41,0.016,24,,
20-4,20,6.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,0,,
20-4,20,6.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,3,,
20-4,20,6.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,5,,
20-4,20,6.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,10,,
20-4,20,6.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,24,,
20-5,20,7.4,Суглинок полутвёрдый,21а_1с,2.73,2.04,1.66,39.1,0.64,23.1,0.98,31.5,19.0,12.5,0.33,,,,,,0,0.7,0.021
20-5,20,7.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,3,0.7,0.021
20-5,20,7.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,5,0.7,0.021
20-5,20,7.4,Суглинок полутвёрдый,21а_1с,2.73,1.94,1.5,45.0,0.82,29.2,0.97,31.5,19.0,12.5,0.82,,,,,,10,0.7,0.021
20-5,20,7.4,Суглинок полутвёрдый,21а_1с,2.73,1.94,1.49,45.5,0.83,30.2,0.99,31.5,19.0,12.5,0.9,,,,,,24,0.7,0.021
20-6,20,8.4,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,0,,
20-6,20,8.4,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,3,,
20-6,20,8.4,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,5,,
20-6,20,8.4,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,10,,
20-6,20,8.4,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,24,,
20-7,20,9.4,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,0,,
20-7,20,9.4,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,3,,
20-7,20,9.4,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,5,,
20-7,20,9.4,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,10,,
20-7,20,9.4,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,24,,
20-8,20,10.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,0,,
20-8,20,10.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,3,,
20-8,20,10.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,5,,
20-8,20,10.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,10,,
20-8,20,10.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,24,,
20-9,20,11.8,Глина полутвёрдая,58_3б,,,,,,,,,,,,,,,,,0,,
20-9,20,11.8,Глина полутвёрдая,58_3б,,,,,,,,,,,,,,,,,3,,
20-9,20,11.8,Глина полутвёрдая,58_3б,,,,,,,,,,,,,,,,,5,,
20-9,20,11.8,Глина полутвёрдая,58_3б,,,,,,,,,,,,,,,,,10,,
20-9,20,11.8,Глина полутвёрдая,58_3б,,,,,,,,,,,,,,,,,24,,
21-1,21,0.8,Глина твёрдая,25_1,2.73,2.0,1.59,41.7,0.72,25.7,0.98,51.5,28.1,23.4,-0.1,,17.6,17.6,0.22,0.091,0,,
21-1,21,0.8,Глина твёрдая,25_1,2.73,1.93,1.48,45.8,0.85,30.5,0.98,51.5,28.1,23.4,0.1,,15.0,16.6,0.36,0.08,3,,
21-1,21,0.8,Глина твёрдая,25_1,2.73,1.89,1.41,48.2,0.93,33.7,0.99,51.5,28.1,23.4,0.24,,9.3,10.0,0.37,0.038,5,,
21-1,21,0.8,Глина твёрдая,25_1,2.73,1.85,1.36,50.2,1.01,36.2,0.98,51.5,28.1,23.4,0.35,,9.3,9.9,0.35,0.039,10,,
21-1,21,0.8,Глина твёрдая,25_1,2.73,1.86,1.37,49.7,0.99,35.7,0.99,51.5,28.1,23.4,0.32,,10.4,11.8,0.36,0.038,24,,
21-10,21,32.8,Глина тяжелая твёрдая,58_3а,,,,,,,,,,,,,,,,,0,,
21-10,21,32.8,Глина тяжелая твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
21-10,21,32.8,Глина тяжелая твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
21-10,21,32.8,Глина тяжелая твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
21-10,21,32.8,Глина тяжелая твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
21-2,21,2.8,Суглинок твёрдый,21а_1с,,,,,,,,,,,,,,,,,0,,
21-2,21,2.8,Суглинок твёрдый,21а_1с,,,,,,,,,,,,,,,,,3,,
21-2,21,2.8,Суглинок твёрдый,21а_1с,,,,,,,,,,,,,,,,,5,,
21-2,21,2.8,Суглинок твёрдый,21а_1с,,,,,,,,,,,,,,,,,10,,
21-2,21,2.8,Суглинок твёрдый,21а_1с,,,,,,,,,,,,,,,,,24,,
21-3,21,5.8,Суглинок полутвёрдый,21а_1с,2.69,2.04,1.68,37.7,0.61,22.1,0.98,33.6,20.4,13.2,0.13,,,,,,0,,
21-3,21,5.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,3,,
21-3,21,5.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,5,,
21-3,21,5.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,10,,
21-3,21,5.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,24,,
21-4,21,8.8,Глина полутвёрдая,25_1,2.72,1.99,1.58,41.9,0.72,25.9,0.98,46.5,23.8,22.7,0.09,,,,,,0,,
21-4,21,8.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,3,,
21-4,21,8.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,5,,
21-4,21,8.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,10,,
21-4,21,8.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,24,,
21-5,21,9.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,0,,
21-5,21,9.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,3,,
21-5,21,9.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,5,,
21-5,21,9.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,10,,
21-5,21,9.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,24,,
21-6,21,11.8,Суглинок твёрдый,58г_2б,2.68,1.96,1.53,42.9,0.75,28.0,1.0,41.4,26.8,14.6,0.08,,,,,,0,,
21-6,21,11.8,Суглинок твёрдый,58г_2б,,,,,,,,,,,,,,,,,3,,
21-6,21,11.8,Суглинок твёрдый,58г_2б,,,,,,,,,,,,,,,,,5,,
21-6,21,11.8,Суглинок твёрдый,58г_2б,,,,,,,,,,,,,,,,,10,,
21-6,21,11.8,Суглинок твёрдый,58г_2б,,,,,,,,,,,,,,,,,24,,
21-7,21,14.8,Глина твёрдая,58_3б,2.74,1.93,1.48,46.0,0.85,30.5,0.98,53.4,29.9,23.5,0.03,,,,,,0,,
21-7,21,14.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,3,,
21-7,21,14.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,5,,
21-7,21,14.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,10,,
21-7,21,14.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,24,,
21-8,21,20.8,Глина твёрдая,58_3а,2.75,1.97,1.55,43.8,0.78,27.5,0.97,55.0,30.9,24.1,-0.14,,,,,,0,,
21-8,21,20.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
21-8,21,20.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
21-8,21,20.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
21-8,21,20.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
21-9,21,27.8,Глина твёрдая,58_3в,2.73,2.03,1.65,39.5,0.65,23.2,0.97,52.4,29.6,22.8,-0.28,,,,,,0,0.73,0.015
21-9,21,27.8,Глина твёрдая,58_3в,,,,,,,,,,,,,,,,,3,0.73,0.015
21-9,21,27.8,Глина твёрдая,58_3в,,,,,,,,,,,,,,,,,5,0.73,0.015
21-9,21,27.8,Глина твёрдая,58_3в,2.73,1.81,1.3,52.4,1.1,39.2,0.97,52.4,29.6,22.8,0.42,,,,,,10,0.73,0.015
21-9,21,27.8,Глина твёрдая,58_3в,2.73,1.82,1.3,52.3,1.1,39.6,0.99,52.4,29.6,22.8,0.44,,,,,,24,0.73,0.015
22-1,22,0.4,Глина полутвёрдая с примесью органического вещества,1a_t,2.53,1.82,1.36,46.2,0.86,33.9,1.0,46.0,25.9,20.1,0.4,9.4,10.4,10.4,0.4,0.033,0,0.75,0.02
22-1,22,0.4,Глина полутвёрдая с примесью органического вещества,1a_t,2.53,1.76,1.27,49.7,0.99,38.4,0.98,46.0,25.9,20.1,0.62,9.4,5.7,6.4,0.37,0.036,3,0.75,0.02
22-1,22,0.4,Глина полутвёрдая с примесью органического вещества,1a_t,2.53,1.75,1.25,50.6,1.02,39.9,0.99,46.0,25.9,20.1,0.7,9.4,3.7,3.8,0.36,0.02,5,0.75,0.02
22-1,22,0.4,Глина полутвёрдая с примесью органического вещества,1a_t,2.53,1.72,1.21,52.1,1.09,41.8,0.97,46.0,25.9,20.1,0.79,9.4,3.7,4.1,0.42,0.021,10,0.75,0.02
22-1,22,0.4,Глина полутвёрдая с примесью органического вещества,1a_t,2.53,1.71,1.2,52.8,1.12,43.4,0.98,46.0,25.9,20.1,0.87,9.4,2.8,3.2,0.42,0.023,24,0.75,0.02
22-10,22,11.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,0,,
22-10,22,11.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,3,,
22-10,22,11.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,5,,
22-10,22,11.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,10,,
22-10,22,11.4,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,24,,
22-11,22,11.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,0,,
22-11,22,11.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
22-11,22,11.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
22-11,22,11.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
22-11,22,11.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
22-12,22,12.4,Глина твёрдая,58_3а,2.76,2.0,1.57,43.1,0.76,27.2,0.99,58.5,33.1,25.4,-0.23,,,,,,0,,
22-12,22,12.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
22-12,22,12.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
22-12,22,12.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
22-12,22,12.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
22-13,22,13.8,Суглинок твёрдый,58г_2б,2.7,1.95,1.53,43.3,0.76,27.4,0.97,41.9,27.0,14.9,0.03,,,,,,0,,
22-13,22,13.8,Суглинок твёрдый,58г_2б,,,,,,,,,,,,,,,,,3,,
22-13,22,13.8,Суглинок твёрдый,58г_2б,,,,,,,,,,,,,,,,,5,,
22-13,22,13.8,Суглинок твёрдый,58г_2б,,,,,,,,,,,,,,,,,10,,
22-13,22,13.8,Суглинок твёрдый,58г_2б,,,,,,,,,,,,,,,,,24,,
22-14,22,15.8,Глина твёрдая,58_3а,2.72,2.01,1.6,41.1,0.7,25.7,1.0,47.6,26.0,21.6,-0.01,,,,,,0,,
22-14,22,15.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
22-14,22,15.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
22-14,22,15.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
22-14,22,15.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
22-15,22,18.4,Глина полутвёрдая,58_3б,,,,,,,,,,,,,,,,,0,,
22-15,22,18.4,Глина полутвёрдая,58_3б,,,,,,,,,,,,,,,,,3,,
22-15,22,18.4,Глина полутвёрдая,58_3б,,,,,,,,,,,,,,,,,5,,
22-15,22,18.4,Глина полутвёрдая,58_3б,,,,,,,,,,,,,,,,,10,,
22-15,22,18.4,Глина полутвёрдая,58_3б,,,,,,,,,,,,,,,,,24,,
22-16,22,23.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,0,,
22-16,22,23.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
22-16,22,23.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
22-16,22,23.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
22-16,22,23.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
22-17,22,25.8,Глина твёрдая,58_3а,2.72,1.97,1.54,43.5,0.77,28.3,1.0,51.6,27.4,24.2,0.04,,,,,,0,,
22-17,22,25.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
22-17,22,25.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
22-17,22,25.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
22-17,22,25.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
22-18,22,29.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,0,,
22-18,22,29.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
22-18,22,29.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
22-18,22,29.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
22-18,22,29.4,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
22-19,22,33.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,0,,
22-19,22,33.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
22-19,22,33.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
22-19,22,33.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
22-19,22,33.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
22-2,22,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,0,,
22-2,22,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,3,,
22-2,22,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,5,,
22-2,22,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,10,,
22-2,22,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,24,,
22-20,22,34.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,0,,
22-20,22,34.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
22-20,22,34.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
22-20,22,34.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
22-20,22,34.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
22-3,22,3.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,0,,
22-3,22,3.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,3,,
22-3,22,3.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,5,,
22-3,22,3.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,10,,
22-3,22,3.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,24,,
22-4,22,5.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,0,,
22-4,22,5.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,3,,
22-4,22,5.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,5,,
22-4,22,5.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,10,,
22-4,22,5.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,24,,
22-5,22,6.8,Суглинок полутвёрдый,21а_1с,2.71,2.08,1.72,36.4,0.57,20.5,0.97,36.0,20.1,15.9,0.02,,,,,,0,,
22-5,22,6.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,3,,
22-5,22,6.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,5,,
22-5,22,6.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,10,,
22-5,22,6.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,24,,
22-6,22,7.8,Глина полутвёрдая,25_1,2.72,2.01,1.62,40.5,0.68,24.3,0.97,42.5,24.3,18.2,0.0,,,,,,0,,
22-6,22,7.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,3,,
22-6,22,7.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,5,,
22-6,22,7.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,10,,
22-6,22,7.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,24,,
22-7,22,8.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,0,,
22-7,22,8.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,3,,
22-7,22,8.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,5,,
22-7,22,8.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,10,,
22-7,22,8.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,24,,
22-8,22,9.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,0,,
22-8,22,9.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,3,,
22-8,22,9.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,5,,
22-8,22,9.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,10,,
22-8,22,9.8,Суглинок полутвёрдый,21а_1с,,,,,,,,,,,,,,,,,24,,
22-9,22,10.8,Глина полутвёрдая,25_1,2.75,2.0,1.58,42.5,0.74,26.7,0.99,44.6,26.1,18.5,0.03,,,,,,0,,
22-9,22,10.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,3,,
22-9,22,10.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,5,,
22-9,22,10.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,10,,
22-9,22,10.8,Глина полутвёрдая,25_1,,,,,,,,,,,,,,,,,24,,
3-1,3,0.8,Глина твёрдая с примесью органического вещества,1a_t,2.72,1.86,1.37,49.8,0.99,36.4,1.0,57.8,32.4,25.4,0.16,9.1,9.6,9.6,0.35,0.044,0,0.82,0.017
3-1,3,0.8,Глина твёрдая с примесью органического вещества,1a_t,2.72,1.8,1.28,52.9,1.12,40.6,0.98,57.8,32.4,25.4,0.32,9.1,7.4,8.0,0.36,0.045,3,0.82,0.017
3-1,3,0.8,Глина твёрдая с примесью органического вещества,1a_t,2.72,1.73,1.18,56.5,1.3,46.2,0.97,57.8,32.4,25.4,0.54,9.1,4.7,5.3,0.41,0.028,5,0.82,0.017
3-1,3,0.8,Глина твёрдая с примесью органического вещества,1a_t,2.72,1.72,1.16,57.4,1.35,48.5,0.98,57.8,32.4,25.4,0.63,9.1,4.8,5.1,0.37,0.027,10,0.82,0.017
3-1,3,0.8,Глина твёрдая с примесью органического вещества,1a_t,2.72,1.72,1.14,57.9,1.38,50.3,0.99,57.8,32.4,25.4,0.7,9.1,4.0,4.2,0.38,0.022,24,0.82,0.017
3-10,3,15.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,0,,
3-10,3,15.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,3,,
3-10,3,15.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,5,,
3-10,3,15.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,10,,
3-10,3,15.8,Глина твёрдая,58_3а,,,,,,,,,,,,,,,,,24,,
3-11,3,18.8,Глина тугопластичная,58_3г,2.73,1.89,1.41,48.5,0.94,34.4,1.0,43.2,25.6,17.6,0.5,,,,,,0,,
3-11,3,18.8,Глина тугопластичная,58_3г,,,,,,,,,,,,,,,,,3,,
3-11,3,18.8,Глина тугопластичная,58_3г,,,,,,,,,,,,,,,,,5,,
3-11,3,18.8,Глина тугопластичная,58_3г,,,,,,,,,,,,,,,,,10,,
3-11,3,18.8,Глина тугопластичная,58_3г,,,,,,,,,,,,,,,,,24,,
3-12,3,21.8,Глина тяжелая твёрдая,58_3б,,,,,,,,,,,,,,,,,0,,
3-12,3,21.8,Глина тяжелая твёрдая,58_3б,,,,,,,,,,,,,,,,,3,,
3-12,3,21.8,Глина тяжелая твёрдая,58_3б,,,,,,,,,,,,,,,,,5,,
3-12,3,21.8,Глина тяжелая твёрдая,58_3б,,,,,,,,,,,,,,,,,10,,
3-12,3,21.8,Глина тяжелая твёрдая,58_3б,,,,,,,,,,,,,,,,,24,,
3-13,3,25.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,0,,
3-13,3,25.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,3,,
3-13,3,25.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,5,,
3-13,3,25.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,10,,
3-13,3,25.8,Глина твёрдая,58_3б,,,,,,,,,,,,,,,,,24,,
3-14,3,15.4,Суглинок тугопластичный,58г_2г.д,2.71,2.07,1.71,37.0,0.59,21.0,0.97,28.8,17.0,11.8,0.34,,13.1,13.1,0.34,0.051,0,0.79,0.012
3-14,3,15.4,Суглинок тугопластичный,58г_2г.д,2.71,2.02,1.63,39.8,0.66,23.9,0.98,28.8,17.0,11.8,0.58,,10.8,12.3,0.4,0.047,3,0.79,0.012
3-14,3,15.4,Суглинок тугопластичный,58г_2г.д,2.71,2.0,1.6,41.0,0.69,25.0,0.98,28.8,17.0,11.8,0.68,,4.3,4.4,0.35,0.022,5,0.79,0.012
3-14,3,15.4,Суглинок тугопластичный,58г_2г.д,2.71,1.98,1.57,42.1,0.73,26.2,0.98,28.8,17.0,11.8,0.78,,4.3,4.6,0.41,0.022,10,0.79,0.012
3-14,3,15.4,Суглинок тугопластичный,58г_2г.д,2.71,1.98,1.56,42.4,0.74,26.6,0.98,28.8,17.0,11.8,0.81,,4.0,4.3,0.47,0.016,24,0.79,0.012
3-15,3,16.8,Суглинок мягкопластичный,58г_2г.д,2.7,1.95,1.51,44.2,0.79,29.3,1.0,34.1,20.9,13.2,0.64,,,,,,0,,
3-15,3,16.8,Суглинок мягкопластичный,58г_2г.д,,,,,,,,,,,,,,,,,3,,
3-15,3,16.8,Суглинок мягкопластичный,58г_2г.д,,,,,,,,,,,,,,,,,5,,
3-15,3,16.8,Суглинок мягкопластичный,58г_2г.д,,,,,,,,,,,,,,,,,10,,
3-15,3,16.8,Суглинок мягкопластичный,58г_2г.д,,,,,,,,,,,,,,,,,24,,
3-16,3,18.4,Суглинок мягкопластичный,58г_2г.д,2.73,1.85,1.35,50.5,1.02,37.0,0.99,41.3,25.7,15.6,0.72,,,,,,0,,
3-16,3,18.4,Суглинок мягкопластичный,58г_2г.д,,,,,,,,,,,,,,,,,3,,
3-16,3,18.4,Суглинок мягкопластичный,58г_2г.д,,,,,,,,,,,,,,,,,5,,
3-16,3,18.4,Суглинок мягкопластичный,58г_2г.д,,,,,,,,,,,,,,,,,10,,
3-16,3,18.4,Суглинок мягкопластичный,58г_2г.д,,,,,,,,,,,,,,,,,24,,
3-17,3,0.4,Глина твёрдая с примесью органического вещества,1a_t,2.7,1.87,1.39,48.7,0.95,35.1,1.0,55.3,31.7,23.6,0.14,6.8,,,,,0,,
3-17,3,0.4,Глина твёрдая с примесью органического вещества,1a_t,,,,,,,,,,,,,,,,,3,,
3-17,3,0.4,Глина твёрдая с примесью органического вещества,1a_t,,,,,,,,,,,,,,,,,5,,
3-17,3,0.4,Глина твёрдая с примесью органического вещества,1a_t,,,,,,,,,,,,,,,,,10,,
3-17,3,0.4,Глина твёрдая с примесью органического вещества,1a_t,,,,,,,,,,,,,,,,,24,,
3-18,3,8.4,Супесь текучая,1д_1д.1,2.68,1.91,1.46,45.7,0.84,31.4,1.0,30.8,24.3,6.5,1.09,,,,,,0,,
3-18,3,8.4,Супесь текучая,1д_1д.1,,,,,,,,,,,,,,,,,3,,
3-18,3,8.4,Супесь текучая,1д_1д.1,,,,,,,,,,,,,,,,,5,,
3-18,3,8.4,Супесь текучая,1д_1д.1,,,,,,,,,,,,,,,,,10,,
3-18,3,8.4,Супесь текучая,1д_1д.1,,,,,,,,,,,,,,,,,24,,
3-19,3,9.4,Супесь текучая,1д_1д.1,2.69,1.91,1.47,45.5,0.83,30.4,0.98,30.2,24.0,6.2,1.03,,,,,,0,,
3-19,3,9.4,Супесь текучая,1д_1д.1,,,,,,,,,,,,,,,,,3,,
3-19,3,9.4,Супесь текучая,1д_1д.1,,,,,,,,,,,,,,,,,5,,
3-19,3,9.4,Супесь текучая,1д_1д.1,,,,,,,,,,,,,,,,,10,,
3-19,3,9.4,Супесь текучая,1д_1д.1,,,,,,,,,,,,,,,,,24,,
3-2,3,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,0,,
3-2,3,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,3,,
3-2,3,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,5,,
3-2,3,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,10,,
3-2,3,1.8,Глина твёрдая,25_1,,,,,,,,,,,,,,,,,24,,
3-20,3,10.4,Супесь пластичная,1д_1д.1,2.7,1.93,1.49,44.8,0.81,29.8,0.99,28.6,22.7,5.9,1.2,,,,,,0,,
3-20,3,10.4,Супесь пластичная,1д_1д.1,,,,,,,,,,,,,,,,,3,,
3-20,3,10.4,Супесь пластичная,1д_1д.1,,,,,,,,,,,,,,,,,5,,
3-20,3,10.4,Супесь пластичная,1д_1д.1,,,,,,,,,,,,,,,,,10,,
